Festo Didactic LVDAM-ANT File 1.2
Antenna Type : Dipole (1/2 Lambda)

Description
Lab-Volt model : 		9561
Operating Frequency : 	915 MHz
Polarization : 		Lin.
Connector Type : 		SMA


Author : 
Comments : 

P - E - attenuation : 9
P - H - attenuation : 9

Angle	E	H
346	-2.942682	-4.721319
347	-2.898256	-4.783022
348	-2.879339	-4.795458
349	-2.86886	-4.823557
350	-2.835482	-4.817301
351	-2.814737	-4.867598
352	-2.7694	-4.886595
353	-2.787897	-4.880251
354	-2.777613	-4.870756
355	-2.823023	-4.912039
356	-2.812666	-4.94404
357	-2.802328	-4.89612
358	-2.810598	-4.851824
359	-2.847975	-4.851824

	E	H
MSL : 	-2.77	-3.21
MSP : 	352	237
HPBW: 	65.71	0.00
